Course Id,Course_Title,Is_Paid,Level,Published_Date,Subject,Content_Duration_hours,Num_Lectures,Price_USD,Reviews,Students
1070968,Ultimate Investment Banking Course,Paid,All Levels,18/01/17,Business Finance,0.045138889,51,200,23,2147
1113822,Complete GST Course & Certification - Grow Your CA Practice,Paid,All Levels,09/03/17,Business Finance,39.0,274,75,923,2792
1006314,Financial Modeling for Business Analysts and Consultants,Paid,Intermediate Level,19/12/16,Business Finance,2.5,51,45,74,2174
1210588,Beginner to Pro - Financial Analysis in Excel 2017,Paid,All Levels,30/05/17,Business Finance,3.0,36,95,11,2451
1011058,How To Maximize Your Profits Trading Options,Paid,Intermediate Level,13/12/16,Business Finance,2.0,26,200,45,1276
192870,Trading Penny Stocks: A Guide for All Levels In 2017,Paid,All Levels,02/05/14,Business Finance,3.0,25,150,138,9221
739964,Investing And Trading For Beginners: Mastering Price Charts,Paid,Beginner Level,21/02/16,Business Finance,1.0,26,65,178,1540
403100,"Trading Stock Chart Patterns For Immediate, Explosive Gains",Paid,All Levels,30/01/15,Business Finance,2.5,23,95,148,2917
476268,Options Trading 3 : Advanced Stock Profit and Success Method,Paid,Expert Level,27/05/15,Business Finance,2.5,38,195,34,5172
1167710,The Only Investment Strategy You Need For Your Retirement,Paid,All Levels,18/04/17,Business Finance,1.0,15,200,14,827
592338,Forex Trading Secrets of the Pros With Amazon's AWS,Paid,All Levels,11/09/15,Business Finance,5.0,76,200,93,4284
975046,Trading Options With Money Flow,Paid,All Levels,18/10/16,Business Finance,1.0,17,200,42,1380
742602,Financial Management Risk and Return For Securities,Paid,All Levels,03/02/16,Business Finance,1.5,19,30,21,3607
794151,Forex Trading Course: Work Smarter Not Harder Proven Results,Paid,All Levels,16/03/16,Business Finance,2.0,16,195,52,4061
1196544,Python Algo Trading: Sentiment Trading with News,Paid,All Levels,28/04/17,Business Finance,7.0,42,200,19,294
504036,Short Selling: Learn To Sell Stocks Before The Fall,Paid,Intermediate Level,22/06/15,Business Finance,1.5,19,75,106,2276
719698,Basic Technical Analysis: Learn the structure of the market,Paid,Beginner Level,08/01/16,Business Finance,1.5,16,20,79,4919
564966,The Complete Chart Pattern Trading Course: A Proven Approach,Paid,All Levels,10/08/15,Business Finance,4.0,52,200,115,2666
606928,7 Deadly Mistakes of Investing that Will Slash Your Profits!,Paid,All Levels,21/09/15,Business Finance,1.5,23,50,24,5354
58977,Financial Statements Made Easy,Paid,Beginner Level,08/06/13,Business Finance,0.583333333,12,95,249,8095
1242604,Winning Forex Trading with Live Forex Trading Examples,Paid,All Levels,05/06/17,Business Finance,2.0,25,200,3,809
798740,Forex Traders - Create Your First Trading Robot. No Coding!,Paid,All Levels,02/05/16,Business Finance,4.0,39,200,84,2295
506568,Create A Business From Home Trading Stocks Today In 2017,Paid,All Levels,26/05/15,Business Finance,2.0,16,75,83,10149
1020760,Introduction to Accounting : Mastering Financial Statements,Paid,Beginner Level,05/12/16,Business Finance,1.0,23,50,38,1916
859742,The Complete Ethereum Course: Get .01 Ether In Your Wallet,Paid,All Levels,30/05/16,Business Finance,2.0,40,45,333,2507
383414,Beginner to Pro in PowerPoint: Complete PowerPoint Training,Paid,All Levels,31/01/15,Business Finance,5.0,50,150,518,5786
353044,Investing 101: The Complete Online Investing Course,Paid,All Levels,28/11/14,Business Finance,4.5,42,200,373,5334
447362,Create Your Own Hedge Fund: Trade Stocks Like A Fund Manager,Paid,Intermediate Level,12/04/15,Business Finance,2.0,25,175,237,4005
831066,Learn MQL5: Build an 8-Currency Hedging Robot (MetaTrader 5),Paid,All Levels,26/04/16,Business Finance,4.5,81,150,103,2877
1266306,Forex Trading: Your Complete Guide to Get Started Like a Pro,Paid,Beginner Level,27/06/17,Business Finance,3.0,37,140,25,1026
1170894,Python Algo Stock Trading: Automate Your Trading!,Paid,Beginner Level,28/05/17,Business Finance,2.5,41,95,21,1165
948974,THE Forex Robot: Incredible ROI (Robot Included),Paid,All Levels,04/10/16,Business Finance,1.5,35,200,171,1843
380970,The Complete Bitcoin Course: Get .001 Bitcoin In Your Wallet,Paid,All Levels,08/01/15,Business Finance,6.5,80,45,449,8797
1217778,Mastering High Probability Iron Condor Options Trading,Paid,All Levels,31/05/17,Business Finance,2.0,22,200,11,1030
1246208,The Complete Short Course on Ethereum,Paid,All Levels,11/06/17,Business Finance,1.5,28,200,12,1041
434774,Options Trading Stocks: Proven Toolbox For Financial Success,Paid,Intermediate Level,19/05/15,Business Finance,10.0,68,195,118,7884
308690,Forex Trading A-Zâ„¢ - With LIVE Examples of Forex Trading,Paid,Beginner Level,12/12/14,Business Finance,5.5,52,195,2476,16900
888716,"Introduction to Finance, Accounting, Modeling and Valuation",Paid,All Levels,27/06/16,Business Finance,4.5,61,200,1118,11441
321410,Beginner to Pro in Excel: Financial Modeling and Valuation,Paid,All Levels,25/11/14,Business Finance,7.5,138,195,2697,22257
965832,The Complete Investment Banking Course 2017,Paid,All Levels,10/10/16,Business Finance,5.5,110,195,809,8575
648826,The Complete Financial Analyst Course 2017,Paid,All Levels,20/01/16,Business Finance,10.0,174,195,2347,24481
1035472,Python for Finance: Investment Fundamentals & Data Analytics,Paid,All Levels,30/03/17,Business Finance,6.5,103,195,278,3811
1154754,Financial Modeling for Startups & Small Businesses,Paid,Beginner Level,29/03/17,Business Finance,11.5,79,195,137,4991
627540,Options Trading - How to Win with Weekly Options,Paid,Intermediate Level,22/10/15,Business Finance,1.0,25,115,1190,7489
301442,Black Algo Trading: Build Your Trading Robot,Paid,All Levels,27/10/14,Business Finance,16.0,227,200,1113,20195
640100,Accounting & Financial Statement Analysis: Complete Training,Paid,All Levels,21/10/15,Business Finance,3.0,43,150,594,10042
1247394,Cryptocurrency Trading: Complete Guide To Trading Altcoins,Paid,All Levels,21/06/17,Business Finance,5.0,35,95,42,367
260470,Forex Robots: Expect To Earn 175% P.A. Forex Robot Included!,Paid,All Levels,12/10/14,Business Finance,5.5,42,200,872,10603
1214702,Three Steps Trading - Live Trading - Real Account,Paid,All Levels,24/05/17,Business Finance,5.0,46,190,11,1197
848664,Option Trading for Rookies:  Understand Options Completely,Paid,All Levels,10/08/16,Business Finance,2.0,62,150,65,2893
1142570,How I Learned Stock Trading (and How You Can Too),Paid,Expert Level,02/05/17,Business Finance,2.0,53,200,12,1580
325834,Learn to Trade for Profit: Find and Trade Winning Stocks,Paid,All Levels,24/10/14,Business Finance,3.0,77,95,71,10605
411168,Trading Inside Bars - Master 1 Easy Pattern To Be Successful,Paid,Intermediate Level,08/03/15,Business Finance,2.0,23,125,200,2996
885974,Four Fundamentals of Financial Planning,Paid,All Levels,13/02/17,Business Finance,1.0,20,30,23,6219
1151092,Options Trading - Calendar Spread Course for Every Trader,Paid,All Levels,02/04/17,Business Finance,1.5,17,200,11,1113
358326,Dividend Investing: Build Your Portfolio for a Better Future,Paid,Beginner Level,23/01/15,Business Finance,4.0,47,60,83,8314
153210,Learn Accounting. Understand Business.,Paid,Beginner Level,27/03/14,Business Finance,5.5,33,200,123,5572
834836,How to Consistently Win Trading Stocks in 30 Days or Less,Paid,Intermediate Level,08/05/16,Business Finance,1.0,15,145,169,1433
1171994,A Beginner's Guide to Quantopian Futures API,Paid,Intermediate Level,10/04/17,Business Finance,1.5,11,20,6,936
1239068,How to Buy Cheap Options - Options Trading Pricing Model,Paid,All Levels,02/06/17,Business Finance,1.0,19,200,2,658
985922,Excel Crash Course: Master Excel for Financial Analysis,Paid,All Levels,17/10/16,Business Finance,3.5,40,105,689,8121
765562,"Comprehensive Guide to Financial Markets, Investing &Trading",Paid,Beginner Level,29/02/16,Business Finance,9.0,79,60,600,4187
165964,Stock Trading Ninja: Complete System For Trading Success,Paid,All Levels,19/02/14,Business Finance,4.5,38,155,497,9445
855172,Hedge and Mutual Fund Careers: The Complete Guide,Paid,All Levels,20/06/16,Business Finance,8.5,102,200,340,3255
258232,Algorithmic Trading In Forex: Create Your First Forex Robot!,Paid,All Levels,11/08/14,Business Finance,6.5,40,185,713,7941
994754,The Power Modeling Bootcamp: Advanced Excel in 10 Days,Paid,All Levels,25/11/16,Business Finance,5.5,76,150,158,1680
43319,Options Trading Basics (3-Course Bundle),Paid,Beginner Level,25/02/13,Business Finance,11.0,45,180,985,10100
408440,How to Win 97% of Your Options Trades,Paid,All Levels,09/02/15,Business Finance,1.5,26,125,461,5050
918688,How I Make Consistent Returns Trading Options,Paid,All Levels,05/10/16,Business Finance,3.5,26,200,162,2310
308694,"Forex Strategies: Kelly Criterion, Larry Williams and more!",Paid,All Levels,19/02/15,Business Finance,3.0,32,185,506,5528
199450,"Elite Trend Trader: Learn To Trade Stocks, Options & Forex",Paid,All Levels,16/04/14,Business Finance,5.0,28,125,237,6451
401784,Options Trading Introduction: Day Trade Stock Options,Paid,Beginner Level,20/02/15,Business Finance,2.5,30,95,218,12394
1122792,The Almost Perfect Options Trading Strategy System - Unique,Paid,All Levels,03/03/17,Business Finance,1.0,15,200,18,1793
709500,Forex Trading -  Learn to Trade Forex Like the Banks,Paid,All Levels,30/03/16,Business Finance,1.0,23,20,240,3223
285638,Learn to Trade for Profit:Trading with Japanese Candlesticks,Paid,Beginner Level,01/09/14,Business Finance,3.0,45,60,273,16385
1135126,The Most Powerful Options Spread Trading Front Ratio Spread,Paid,All Levels,08/03/17,Business Finance,2.0,18,200,16,1487
834558,What Finance Job is for You? Explanation of 14 Finance Roles,Paid,All Levels,03/05/16,Business Finance,4.0,60,200,232,2951
551968,The Blueprint for Successful Stock Trading,Paid,All Levels,13/08/15,Business Finance,1.0,15,120,331,2697
1005658,Trading for Beginners - Intermediate Level,Paid,Beginner Level,08/11/16,Business Finance,5.0,39,150,40,3979
746432,Start Trading Stocks Using Technical Analysis!,Paid,All Levels,03/02/16,Business Finance,4.0,45,25,244,3190
1057242,Learn How to Set Up an Incubator Hedge Fund - Step-by-Step,Paid,Expert Level,18/01/17,Business Finance,1.5,54,200,71,1406
284118,VPS for Forex Trading - Protect Your Forex Robots,Paid,All Levels,18/09/14,Business Finance,2.0,24,160,225,4252
302562,Introduction to Accounting: The Language of Business,Paid,Beginner Level,02/10/14,Business Finance,11.5,134,20,370,11958
596598,Basic Excel for Basic Bookkeeping and Accounting,Paid,Beginner Level,09/09/15,Business Finance,1.5,33,95,340,7743
860890,"Using 'The Greeks To Understand Options""",Paid,All Levels,13/07/16,Business Finance,1.0,5,50,55,2134
951050,Trading Options For Consistent Returns: Calendar Spreads,Paid,All Levels,06/10/16,Business Finance,1.5,20,200,69,1214
796450,How to Create Your Personal Budget,Paid,All Levels,21/03/16,Business Finance,1.0,10,20,53,3870
502772,The Complete Value Investing Course: A Proven Approach,Paid,All Levels,16/06/15,Business Finance,4.5,49,200,212,2146
1102462,FOREX Trading with Price Action,Paid,Beginner Level,14/03/17,Business Finance,1.0,19,195,57,484
1062092,Emini ES Futures - Advanced Non Directional Options Trading,Paid,All Levels,11/01/17,Business Finance,1.5,14,200,15,1057
891484,Forex Trading - Advanced Fundamental Analysis,Paid,Intermediate Level,30/06/16,Business Finance,2.5,49,20,100,1754
1217064,How To Invest With Tiny Capital In Stocks ?,Paid,Beginner Level,23/05/17,Business Finance,1.1,6,20,5,1239
382204,Learn How To Successfully Trade Stocks: In 5 Simple Steps,Paid,All Levels,31/01/15,Business Finance,9.5,108,95,276,2493
308696,Forex MetaTrader 4: Master MT4 Like A Pro Forex Trader,Paid,Beginner Level,28/10/15,Business Finance,5.0,57,150,402,2602
474928,Intermediate Options trading concepts for Stocks and Options,Paid,All Levels,13/04/15,Business Finance,1.0,9,40,30,2000
1148774,Options Trading 101: The Basics,Free,Beginner Level,23/03/17,Business Finance,0.55,11,0,66,1514
959144,Practical Accounts APP Overview,Paid,Intermediate Level,04/10/16,Business Finance,3.0,14,20,1,1361
1233350,Bitcoin Profits for Beginners,Paid,Beginner Level,09/06/17,Business Finance,1.5,30,100,18,61
572744,Trend Traders Club: How To Find And Trade Fast Moving Trends,Paid,All Levels,04/08/15,Business Finance,5.5,60,75,31,1513
724062,Financial Statements Basics,Paid,Beginner Level,14/01/16,Business Finance,2.0,9,20,19,1374
474212,High performance Stock Trading using key Options techniques,Paid,All Levels,12/04/15,Business Finance,1.5,6,40,15,2103
771276,Introduction to Financial Statement Analysis,Paid,Beginner Level,21/03/16,Business Finance,1.5,25,20,25,1480
388164,Basics of Economics (College Level),Paid,All Levels,08/01/15,Business Finance,1.5,20,25,12,2516
133536,Stock Market Investing for Beginners,Free,Beginner Level,25/12/13,Business Finance,1.5,15,0,2698,50855
655300,Accounting for Beginners : Learn Basics in under 1 Hour,Paid,Beginner Level,03/12/15,Business Finance,1.5,20,50,13,1971
949504,Straddle Options Trading - Profit in Any Market Direction,Paid,All Levels,03/10/16,Business Finance,1.0,19,200,9,837
265960,Fundamentals of Forex Trading,Free,All Levels,29/08/14,Business Finance,1.0,23,0,620,17160
680044,"Binary Options: Trading Strategies, 90% Accuracy and Signals",Paid,Beginner Level,14/12/15,Business Finance,1.0,24,195,38,1723
923616,Website Investing 101 - Buying & Selling Online Businesses,Free,All Levels,05/08/16,Business Finance,2.0,51,0,151,6811
741898,Practical Accounts & Bookkeeping Automated Overview,Paid,All Levels,28/01/16,Business Finance,4.5,30,20,17,2060
381330,Live Account - ETF Trading System - Hacking The Stock Market,Paid,All Levels,30/12/14,Business Finance,5.0,16,150,19,2318
545918,Stock Market Leverage: How to Start Trading Options Wisely,Paid,Beginner Level,27/07/15,Business Finance,1.5,13,95,14,2153
191854,Stock Market Foundations,Free,Beginner Level,31/03/14,Business Finance,2.0,9,0,794,19339
471546,Crash Course on Working Capital Management,Paid,All Levels,16/04/15,Business Finance,1.0,8,20,8,3177
866584,Advanced Accounting A Complete Study for CA / CMA / CFA / CS,Paid,All Levels,03/06/16,Business Finance,62.0,462,150,16,1535
889824,61% Profit In 1 Month - Crush Your Forex Trading Paradigm,Paid,All Levels,18/07/16,Business Finance,1.5,25,20,29,1027
1191504,How to create a routine Trading,Paid,All Levels,01/05/17,Business Finance,0.133333333,5,25,8,307
585752,"Forex Trading Secrets |MT4 Robot (EA) inside, no coding",Paid,All Levels,24/08/15,Business Finance,1.08,29,150,48,2096
671578,Forex SOS Course: Trading Tweaks And Working Forex Strategy,Paid,Beginner Level,18/11/15,Business Finance,2.5,59,50,48,1315
151668,Introduction to Financial Modeling,Free,Intermediate Level,27/05/14,Business Finance,1.5,8,0,1463,29167
1105344,Quantitative Aptitude for Banking & Competitive Examinations,Paid,All Levels,09/02/17,Business Finance,3.0,42,50,1,1056
44836,Option Spreads and Credit Spreads Bundle,Paid,Expert Level,05/03/13,Business Finance,4.5,24,180,194,2212
840300,B Com Accountancy I (Paper ECO 02 IGNOU),Paid,All Levels,05/05/16,Business Finance,31.5,284,50,6,2946
1100054,FOREX TRADING - Learn in a quick + profitable way + support,Paid,All Levels,20/02/17,Business Finance,3.5,47,100,48,271
421054,Auditing Basics (Professional Course Level),Paid,All Levels,13/02/15,Business Finance,2.5,35,25,10,3771
528784,Stock market Investing Encyclopedia: How to invest in stocks,Paid,Intermediate Level,10/11/15,Business Finance,3.0,39,200,11,3143
637430,Learn the basics of preparing accounting statements,Paid,Intermediate Level,13/10/15,Business Finance,0.55,20,20,30,1951
236080,Elliott Wave -Forex Trading With The Elliott Wave Theory,Paid,Expert Level,15/12/16,Business Finance,1.0,14,90,35,4022
777444,Corporate Finance - A Brief Introduction,Free,Beginner Level,03/03/16,Business Finance,1.5,17,0,649,11724
474238,Excel functions to analyze and visualize data,Paid,Intermediate Level,20/04/15,Business Finance,2.0,16,20,54,2283
1245244,Building Financial Statements in Excel,Paid,Beginner Level,29/06/17,Business Finance,1.0,18,35,1,1181
1051570,Transfer Pricing A Complete Analysis,Paid,All Levels,28/12/16,Business Finance,2.5,14,50,3,1852
262370,Accounting: Get Hired Without Work Experience,Paid,All Levels,01/09/14,Business Finance,1.0,20,100,187,4661
1188178,Forex Trading for Beginners - Basics,Paid,All Levels,24/04/17,Business Finance,1.0,11,50,9,989
824592,Basic Bookkeeping Hacks,Paid,All Levels,14/06/16,Business Finance,1.5,28,20,16,5841
1147458,Complete Trading Plan Course for Stocks & Forex (10 Hours),Paid,All Levels,22/03/17,Business Finance,9.5,61,200,14,1087
1243448,"Forex Trading with Fixed 'Risk through Options Trading""",Paid,Beginner Level,07/06/17,Business Finance,1.0,26,200,4,611
730414,"Intro to Investment Banking, M&A, IPO, Modeling + Free Book",Paid,All Levels,20/01/16,Business Finance,20.0,15,60,149,1922
252396,How to Pick The Right Penny Stocks To Invest In 2017,Paid,All Levels,01/07/14,Business Finance,2.5,23,150,65,9015
1198166,Top 10 Trading Ideas in the Equities Market,Paid,All Levels,02/05/17,Business Finance,1.0,12,20,4,661
920604,Intro to Financial Modeling,Paid,Beginner Level,19/08/16,Business Finance,6.0,55,105,110,1077
215728,Shark Accounting - Building a Business by the Numbers!,Paid,Beginner Level,18/05/14,Business Finance,1.5,17,20,140,6050
722174,Forex Trading MAKE YOUR FIRST TRADE TODAY!,Paid,All Levels,10/01/16,Business Finance,4.0,45,150,46,3523
48841,Accounting in 60 Minutes - A Brief Introduction,Free,Beginner Level,07/04/13,Business Finance,1.5,16,0,4397,56659
907444,SAP FICO For Beginners - A Guide to SAP Financial Accounts,Paid,Beginner Level,25/07/16,Business Finance,5.0,59,100,101,1444
317030,Learn how to double your Forex Trading Account in one trade,Paid,Intermediate Level,19/10/14,Business Finance,2.5,36,60,424,2900
891490,"Accounting Superpowers: Learn Accounts, Understand Business!",Paid,Beginner Level,08/08/16,Business Finance,2.5,34,200,96,1437
1070886,Python Algo Trading: FX Trading with Oanda,Paid,Intermediate Level,13/03/17,Business Finance,3.0,33,200,42,453
812616,Save on Your Taxes,Paid,All Levels,16/11/16,Business Finance,1.5,23,20,12,2437
407984,Financial Model Basics: Build a model from start to finish,Paid,Beginner Level,05/02/15,Business Finance,1.0,13,30,142,5057
214046,Option Trading for Rookies: The Covered Call Option Strategy,Paid,Beginner Level,02/11/16,Business Finance,1.5,29,95,25,6092
512400,EFT for Stock Options Trading Success & Making Better Trades,Paid,All Levels,06/08/15,Business Finance,1.5,31,95,13,4530
377370,Learn to Trade the Stock Market without Blowing Your Profits,Paid,All Levels,02/05/17,Business Finance,1.0,34,60,16,6967
1175694,Get a Credit Repair Publication On Amazon and Live LIFE..,Paid,Beginner Level,26/04/17,Business Finance,3.0,25,20,11,727
945750,Fundamentals of Accounting,Paid,All Levels,31/08/16,Business Finance,3.0,25,20,43,1560
1085580,"RSI, Options Trading & Technical Analysis (3 Course Bundle)",Paid,All Levels,26/01/17,Business Finance,3.5,46,200,9,1047
1188410,Basics of Mutual Funds for CA / CMA / CS / CFA Exams,Paid,Intermediate Level,24/04/17,Business Finance,1.0,17,125,2,1045
402836,Accounting 101: How to read an Accounting Balance Sheet,Paid,Beginner Level,27/01/15,Business Finance,2.0,22,200,86,3050
588764,Stock Options Day Trading Mindset for Success,Paid,All Levels,29/09/15,Business Finance,4.5,43,200,21,2988
576946,Introduction to bookkeeping and Accounting,Paid,Beginner Level,21/08/15,Business Finance,1.0,20,35,158,2623
543242,Learn to Trade The News,Paid,All Levels,16/07/15,Business Finance,46.5,544,200,351,1924
502240,"Value Investing, Taught by Six Superinvestors",Paid,All Levels,19/06/15,Business Finance,5.0,66,200,267,3804
598266,Trading for everyone - The Independent Investor Course I,Paid,Beginner Level,08/10/15,Business Finance,4.0,36,120,15,4133
814068,Get Acquired: Learn From The Head Of Acquisitions For eBay,Paid,All Levels,28/04/16,Business Finance,2.5,29,195,70,1420
1076920,Stock Market investment: Practical Accounting,Paid,Beginner Level,23/01/17,Business Finance,3.0,43,125,6,1120
1103272,"How to remove 'Risk from Penny Stocks - Options Trading""",Paid,All Levels,06/02/17,Business Finance,1.0,22,200,12,668
441112,Accounting Basics in 66 Minutes (absolutely for beginners),Paid,All Levels,08/03/15,Business Finance,1.5,14,25,31,4086
1022108,"Tax Accounting: Difficult Topic, Made Easy to Understand",Paid,All Levels,11/01/17,Business Finance,2.0,29,200,10,1033
1028030,Analysis of Company Financial Statements,Paid,All Levels,07/12/16,Business Finance,1.5,34,20,34,832
1018380,Forex Trading Like Banks â€“ Step by Step with Live Examples,Paid,All Levels,18/12/16,Business Finance,4.5,40,195,45,677
575676,Fundamentals of Investing!,Paid,Beginner Level,09/08/15,Business Finance,2.0,13,20,54,3125
1105216,Bank Financial Management A Comprehensive Study,Paid,All Levels,09/02/17,Business Finance,1.5,21,50,6,1081
936328,Learn to Trade Forex and Stocks: From Beginner to Advanced,Paid,All Levels,07/09/16,Business Finance,2.0,42,200,25,1645
43441,"Master 'Technical Analysis and Chart reading skills Bundle""",Paid,All Levels,25/02/13,Business Finance,3.0,13,120,352,3348
1103718,Naked Put Options Trade Covered Call & Poor Man Covered Call,Paid,All Levels,10/02/17,Business Finance,1.5,19,200,7,939
584410,The Ultimate Guide to Dividend & Dividend Growth Investing,Paid,All Levels,13/11/15,Business Finance,5.5,88,200,59,2115
625568,Charting for Beginners 101: Technical Analysis Demystified,Paid,All Levels,09/10/15,Business Finance,1.5,10,45,102,2230
297742,Build a DCF Valuation Model,Paid,All Levels,01/10/14,Business Finance,5.5,44,50,234,2053
24877,Introductory Financial Accounting,Paid,Beginner Level,02/10/12,Business Finance,10.0,54,80,265,1793
1188742,Introduction to Cryptocurrencies and Blockchain,Free,Beginner Level,01/05/17,Business Finance,2.0,11,0,138,3775
597716,Trade Pullback Candlestick Strategy - Make Consistent Pips,Paid,All Levels,24/02/16,Business Finance,3.0,24,200,67,521
415802,Accounting Standards Basics (Professional Course Level),Paid,All Levels,07/02/15,Business Finance,1.1,12,20,9,2222
323950,Use the Magic Multiple Moving Average Forex Trading system,Paid,Intermediate Level,07/11/14,Business Finance,1.0,10,50,252,1097
488818,QuickBooks 2015 Training for Newbies,Paid,Beginner Level,11/05/15,Business Finance,6.0,76,200,21,2506
610890,TRADING PSYCHOLOGY: Trading Mindset Mastery,Paid,Intermediate Level,30/09/15,Business Finance,1.0,23,120,23,975
638980,Option Trading: How to Adjust Delta-Neutral Strangles!,Paid,All Levels,19/10/15,Business Finance,1.5,26,145,15,1398
599684,Profitable binary option trading strategy,Paid,All Levels,28/10/15,Business Finance,1.5,24,195,24,1096
332848,Tax Strategy: Financial Planning for Beginners,Paid,All Levels,03/11/14,Business Finance,2.0,25,200,59,1703
354324,Accounting 2 Simplified for You,Paid,Beginner Level,09/12/14,Business Finance,5.0,27,45,23,1446
379682,Project Funding Modelling (for Professionals),Paid,All Levels,29/12/14,Business Finance,1.5,8,20,3,2736
319020,Investing: How I Consistently Beat The Stock Market,Paid,All Levels,11/12/14,Business Finance,4.5,34,200,31,2000
713258,Bookkeeping Basics:  Understand the Fundamentals,Paid,Beginner Level,06/11/16,Business Finance,4.5,48,75,45,853
537884,Leasing - A Comprehensive Study (Professional Course Level),Paid,All Levels,17/07/15,Business Finance,3.5,22,20,2,3094
919906,Trading Options For Consistent Returns: Options Basics,Free,Beginner Level,18/08/16,Business Finance,1.5,20,0,281,4077
46010,TechniTrader Leading Hybrid Indicator Trading,Paid,Intermediate Level,04/04/13,Business Finance,1.0,5,20,54,4117
777932,Financial modeling: Build a DCF equity valuation model,Paid,All Levels,06/03/16,Business Finance,1.5,31,20,17,1369
773934,CryptoArbitrager: Bitcoin Trading Robot (no mining),Paid,All Levels,23/03/16,Business Finance,0.55,14,150,42,1224
221306,Accounting Is Easy (for Beginners),Paid,All Levels,20/05/14,Business Finance,9.0,90,20,12,3870
830994,Non Directional Weekly Options Trading System - ETF & Emini,Paid,All Levels,24/05/16,Business Finance,2.0,21,200,22,897
723510,The Complete Position Trading Course: Position Trading Stock,Paid,All Levels,15/01/16,Business Finance,1.0,5,45,36,1311
42643,Master Iron Condors - Double the credit for half the risk,Paid,Expert Level,02/03/13,Business Finance,1.0,7,60,139,1338
411778,Basics of investing in Mutual Funds,Paid,Intermediate Level,02/03/15,Business Finance,1.5,42,20,26,1589
366514,A Value Investing Approach to the Stock Market,Paid,All Levels,19/02/15,Business Finance,1.5,15,20,12,1189
471588,Learn how to INVEST for huge profits or make it big trading!,Paid,All Levels,19/06/15,Business Finance,5.5,37,50,12,701
390096,"How to Fund your Million Dollar Idea: Equity, Debt, Unfund",Paid,Intermediate Level,10/02/15,Business Finance,6.0,54,50,3,1105
607876,Mastering Candlestick Charting : High Probability Trading,Paid,All Levels,21/09/15,Business Finance,2.0,35,50,16,123
249950,Binary Options Course - Level 2,Free,Intermediate Level,25/06/14,Business Finance,2.0,9,0,207,5874
792216,Stock Technical Analysis with R,Paid,All Levels,18/03/16,Business Finance,7.0,49,50,32,354
45139,"Get to know the VIX Index (aka 'The Fear Index)""",Paid,All Levels,08/03/13,Business Finance,1.0,9,60,64,727
692176,Apply finance concepts for smart project management,Free,Beginner Level,23/02/16,Business Finance,2.0,24,0,161,3465
1224262,Introduction to Futures Trading and Live Trade Demonstration,Paid,Expert Level,24/05/17,Business Finance,1.12,6,60,4,54
598094,Crowdfunding to Win,Paid,All Levels,23/09/15,Business Finance,1.5,15,40,15,627
40039,Comprehensive Forex Mastery Program,Paid,All Levels,07/02/13,Business Finance,10.0,97,45,107,650
1266148,Preparation of Consolidated Financial Statements (Basic),Free,Intermediate Level,28/06/17,Business Finance,1.5,18,0,0,965
791422,Succeed in Bonds Even if You Don't Know Where to Start,Paid,All Levels,02/02/17,Business Finance,1.0,8,200,6,1113
352150,Learn to Trade for Profit: Ten Most Profitable Trading Rules,Paid,All Levels,23/12/14,Business Finance,2.0,45,95,28,739
791436,Succeed in Lotto Even if You Don't Know Where to Start!,Paid,All Levels,11/05/17,Business Finance,1.5,18,20,12,1201
537878,CFA Corporate Finance Level 2,Paid,All Levels,07/07/15,Business Finance,17.5,128,50,6,2474
923184,Pin Bars: The Most Powerful Forex Trading Signal,Paid,All Levels,10/08/16,Business Finance,1.0,19,200,16,494
476256,Stock Options Trades Using Interactive Brokers,Paid,Intermediate Level,07/09/15,Business Finance,1.0,14,95,26,1580
552504,Introduction to Options - Strategies For Consistent Profits,Paid,All Levels,16/08/15,Business Finance,4.5,55,40,44,617
537888,Risk in Forex Transactions - for CA / CS / CFA exams,Paid,All Levels,29/09/15,Business Finance,1.0,9,20,3,2235
385686,Basics of Business Statistics (College Level),Paid,All Levels,06/01/15,Business Finance,2.0,28,20,9,2293
738900,"Trading Seasonal Price Patterns in Stocks, Futures, & Forex!",Paid,Beginner Level,29/03/16,Business Finance,2.0,13,200,8,1094
57415,Interpreting Financial Statements,Paid,Beginner Level,06/06/13,Business Finance,1.5,23,20,29,1449
155344,Introduction to Bookkeeping (Accounting),Paid,Beginner Level,31/01/14,Business Finance,12.0,59,20,10,3251
42491,CREDIT SPREAD SURGERY - Bear Call and Bull Put Mastery,Paid,Intermediate Level,05/03/13,Business Finance,2.0,16,60,55,607
511952,Investment Banking: How to Land a Job on Wall Street,Paid,All Levels,11/06/15,Business Finance,3.5,63,75,30,1218
530246,Learn To Invest In Index Funds and ETFs In 7 Easy Steps,Paid,All Levels,20/07/15,Business Finance,1.0,18,20,33,1132
862786,Financial modeling: Build a multiples valuation model,Paid,All Levels,30/05/16,Business Finance,1.5,20,20,17,656
165122,Trade Recap I - A Real Look at Futures Options Markets,Paid,Beginner Level,17/02/14,Business Finance,1.5,11,20,4,3339
530768,Advanced Stock Options for Serious Equity Investors!,Paid,Expert Level,22/09/15,Business Finance,1.5,7,200,23,1271
218416,Trading Binary Options for Fun and Profit,Paid,All Levels,20/02/15,Business Finance,2.0,46,20,24,1574
619296,CFA: Fast Track your career in Finance,Paid,Beginner Level,29/09/15,Business Finance,2.0,21,20,27,1393
717278,How to be a Profitable Forex Trader,Paid,All Levels,03/05/16,Business Finance,1.08,7,20,13,1029
